quality;label_mid;label_high;text_full
1;ustawa prawo farmaceutyczne;prawo farmaceutyczne;czy przepisy prawne przewidują w jakim czasie produkty lecznicze powinny zostać zniszczone
1;prawo cywilne procesowe;prawo cywilne;czy przepisy przewidują możliwość przymuszenia członka rodziny do podjęcia leczenia
1;inne â praw medyczne;prawo medyczne;czy przepisy ustawy o zasadach ustalania minimalnego wynagrodzenia zasadniczego pracowników zatrudnionych w podmiotach leczniczych dotyczą również osób zatrudnionych na stanowisku sprzątaczki
1;prawo karne procesowe;prawo karne;czy przepisy uzależniają obowiązek przeprowadzenia sekcji zwłok od wieku zmarłego czy prokurator może bez oglądania zwłok zdecydować aby nie przeprowadzić sekcji zwłok
1;covid;prawo medyczne;czy przepisy zobowiązują lekarzy do wysyłania formularzy odwołujących podejrzenie zarażenia chorobą zakaźną pacjenta
1;weryfikacja dokumentu;odpowiedzi niestandardowe;czy przesłana przez klienta propozycja przewalutowania kredytu hipotecznego jest zgodna z prawem
1;weryfikacja dokumentu;odpowiedzi niestandardowe;czy przesłana przez klientkę umowa jest zgodna z przepisami prawa powszechnie obowiązującego
1;weryfikacja dokumentu;odpowiedzi niestandardowe;czy przesłana przez klientkę umowa jest zgodna z przepisami prawa powszechnie obowiązującego i bezpieczna dla klientki czy zawarte przez klientkę ubezpieczenie oc będzie obejmowało usługi wykonywane na podstawie takiej umowy
1;weryfikacja dokumentu;odpowiedzi niestandardowe;czy przesłane przez klienta dokumenty są zgodne z polskim porządkiem prawnym
1;prawo cywilne procesowe;prawo cywilne;czy przesłany pozew został sporządzony w sposób prawidłowy ile wynosi opłata sądowa od pozwu i gdzie klient powinien ją zapłacić w jaki sposób klient powinien złożyć pozew w sądzie
1;ustawa kodeks pracy;prawo pracy;czy przestój zakładu pracy oznacza to samo co postój zakładu pracy jakie wynagrodzenie przysługuje pracownikowi w przypadku przestoju zakładu pracy czy bycie zarejestrowanym w urzędzie pracy jako bezrobotny i pobieranie zasiłku dla bezrobotnych wlicza się do stażu wymaganego do uzyskania większego wymiaru urlopu wypoczynkowego czy pracodawca może zobowiązać pracownika do wykorzystania bieżącego urlopu wypoczynkowego
1;ustawa prawo farmaceutyczne;prawo farmaceutyczne;czy przewidziany przepisami letni okres wydłuża się przy pracy na podstawie umowy zlecenie w niepełnym wymiarze czasu czy farmaceuta może zaliczyć sobie na poczet letniego okresu przepracowane już wcześniej godziny
1;inne  praw pracy;prawo pracy;czy przewodniczący zarządu regionu ogólnopolskiego związku zawodowego lekarzy może upoważnić do uczestniczenia w posiedzeniu zarządu krajowego członka zarządu regionu który to członek jednocześnie pełni funkcję w krajowej komisji rewizyjnej
1;prawo administracyjne materialne;prawo administracyjne;czy przewoźnik może obniżyć wysokość rekompensaty
-1;ustawa o zawodach lekarza i lekarza dentysty;prawo medyczne;czy przy najmie okazjonalnym najemca może jako lokal zastępczy wskazać dom którego jest współwłaścicielem i podpisać się sam na oświadczeniu
1;rzeczowe;prawo cywilne;czy przy odczytaniu aktu notarialnego bezwzględnie wymagana jest obecność wszystkich właścicieli lokali we wspólnocie mieszkaniowej
1;spadkowe;prawo cywilne;czy przy przyjęciu spadku z dobrodziejstwem inwentarza klient może odpowiadać całym majątkiem jaki będzie termin do odrzucenia spadku przez dzieci klienta w jaki sposób klient dowie się o tym że jest spadkobiercą co klient powinien zrobić aby nie dziedziczyć spadku
1;inne â praw medyczne;prawo medyczne;czy przy wprowadzaniu do dokumentacji medycznej kodów icd i icd wystarczy zaznaczyć wyłącznie główny kod czy należy szczegółowo oznaczyć podgrupę czy w przypadku gdy choroba danego pacjenta przypada na kilka podgrup należałoby wskazać wszystkie odpowiadające kody icdicd
1;prawo administracyjne materialne;prawo administracyjne;czy przy zgłaszaniu budowy domku letniskowego o powierzchni do  m należy dołączyć projekt budowlany
1;ustawa o prawach pacjenta i rzeczniku praw pacjenta;prawo medyczne;czy przychodnia może nie wydać dokumentacji medycznej rodzicowi małoletniego pacjenta gdy ma on pełnię władzy rodzicielskiej
1;spadkowe;prawo cywilne;czy przychodnia może odmówić wypłaty wynagrodzenia na rachunek bankowy męża klientki
1;covid;prawo medyczne;czy przychodnia może zaszczepić z pozostałych szczepionek pracowników medycznych spoza placówki zapisanych na szczepienie ale nie mających skierowania w systemie kto odpowiada za zachowanie kolejności szczepień zgodnie z planem
-1;weryfikacja dokumentu;odpowiedzi niestandardowe;czy przychodnie z którymi klientka zawiera umowę o udzielanie świadczeń medycznych są zobowiązane do zapewnienia sprzętu medycznego leków oraz odpowiedniego personelu np pielęgniarki jakie są zasady przyjmowania rejestracji w placówkach podstawowej opieki zdrowotnej pacjentów z podejrzeniem zarażenia koronawirusem czy w razie nieprzestrzegania powyższych procedur klientka może rozwiązać umowy o udzielanie świadczeń medycznych
1;prawo karne materialne;prawo karne;czy rada nadzorcza może złożyć zawiadomienie o popełnieniu przestępstwa czy w powyższej kwestii potrzebna jest uchwała walnego zgromadzenia w jaki sposób spółdzielnia może odzyskać pieniądze które zostały przeznaczone na kary nałożone na prezesa i wiceprezesa
1;prawo administracyjne materialne;prawo administracyjne;czy recepcjonistka odpowiada za udostępnienie danych osobowych pacjentki osobie postronnej jakie konsekwencje może ponieść administrator danych klientka w związku z zaistniałą sytuacją czy klientka powinna podjąć w tej sprawie dodatkowe czynności
1;ustawa prawo farmaceutyczne;prawo farmaceutyczne;czy recepty elektroniczne na leki narkotyczne lub odurzające mogą być zrealizowane w terminie zaczynającym się od daty realizacji recepty
1;ustawa prawo farmaceutyczne;prawo farmaceutyczne;czy recepty na których przepisano wyłącznie produkty lecznicze niepodlegające refundacji mogą być wydawane na wzorach druków recept sprzed nowelizacji
1;inne  praw farmaceutyczne;prawo farmaceutyczne;czy refundacja leku zostanie cofnięta
1;ustawa prawo farmaceutyczne;prawo farmaceutyczne;czy refundowane wyroby medyczne np pieluchomajtki można przesuwać między aptekami oróżnych nipach
1;ustawa o zawodach lekarza i lekarza dentysty;prawo medyczne;czy rezydent może dyżurować samodzielnie jak kształtuje się odpowiedzialność lekarza rezydenta za błąd medyczny w trakcie pełnienia dyżuru
1;prawo unii europejskiej;prawo miädzynarodowe;czy rękawice ochronne muszą spełniać specjalne normy bezpieczeństwa czy klient może zastąpić rękawice ochronne zwykłymi rękawiczkami foliowymi
1;ustawa kodeks pracy;prawo pracy;czy roszczenia byłego pracownika związku są zasadne
1;prawo cywilne procesowe;prawo cywilne;czy roszczenia o zwrot nakładów za wykonane prace remontowobudowlane wykonane w okresie  przedawniają się z okresem  czy  lat co to jest przedawnienie okresowe letnie i kiedy się stosuje czy prace remontowobudowlane wykonane w okresie  przedawnione przez okres  lat wpływają na wartość nieruchomości na dzień dzisiejszy gdy będzie ona szacowana przez rzeczoznawcę majątkowego jeśli brat ojca nie posiada rachunków z wykonanych prac remontowobudowlanych w okresie  to na jakiej zasadzie rzeczoznawca majątkowy będzie szacował ich wartość oraz koszty robocizny związane z wykonaniem owych prac remontowobudowlanych jeśli brat ojca nie posiada rachunków z wykonanych prac remontowobudowlanych w latach  to na jakiej podstawie będzie szacowana ich wartość jak rzeczoznawca majątkowy oszacuje wartość stodoły i obory która została rozebrana pod koniec lat  przez brata ojca jak rzeczoznawca oszacuje wartość ciągnika ursus wozu konnego konia i maszyn rolniczych które zostały po śmierci rodziców a brat ojca michał sprzedał wszystko pod koniec lat
1;ubezpieczeniowe;prawo cywilne;czy roszczenie ubezpieczyciela wobec klienta jest zasadne
1;prawo cywilne procesowe;prawo cywilne;czy roszczenie z tytułu poniesionych nakładów na nieruchomość w latach  uległo przedawnieniu czy dokonując wyceny nieruchomości rzeczoznawca będzie brał pod uwagę poniesione wydatki na remont grunty rolne na których rosną drzewa samosiejki zburzoną oborę o powierzchni  m w jaki sposób będzie dokonana wycena nieruchomości
1;prawo administracyjne materialne;prawo administracyjne;czy rowerzysta może jeździć po chodniku co dzieje się w przypadku nieprzyjęcia mandatu przez kierowcę samochodu
1;prawo cywilne procesowe;prawo cywilne;czy rozprawa może odbyć się bez udziału jednej z wezwanych stron czy sprawa o stwierdzenie nabycia spadku może zakończyć się bez udziału jednej ze stron czy kuzyn klientki powinien odrzucić spadek jeżeli nie może brać udziału w postępowaniu spadkowym
1;ustawa kodeks pracy;prawo pracy;czy rozwiązanie przedstawione przez pracodawcę jest zgodne z obecnie obowiązującym porządkiem prawnym
-1;inne â praw medyczne;prawo medyczne;czy sanepid będzie miał obowiązek odebrania lokalu od klienta jakie warunki powinien spełniać salon masażu
1;covid;prawo medyczne;czy sanepid może żądać od lekarza żeby stwierdził czy pacjent jest zarażony koronawirusem
1;rzeczowe;prawo cywilne;czy są prawne możliwości realizacji pomysłu klienta
1;prawo karne materialne;prawo karne;czy sąd jest zobowiązany poinformować poradnię o obowiązku poddania się terapii w danej placówce przez pacjenta
1;ustawa o zawodach lekarza i lekarza dentysty;prawo medyczne;czy sąd może zwolnić klientkę z tajemnicy lekarskiej czy osoba ubezwłasnowolniona może nie wyrazić zgody na umieszczenie jej w domu pomocy społecznej lub zakładzie pielęgnacyjnoopiekuńczym
1;prawo cywilne procesowe;prawo cywilne;czy sąd zakreślił klientowi termin do złożenia odpowiedzi na pozew jak należałoby uprawdopodobnić w rozszerzeniu odpowiedzi na pozew że klient później doszedł do argumentów które są bardziej przemyślane
1;prawo administracyjne materialne;prawo administracyjne;czy sąsiad klientki miał prawo zamontować kamery
1;rzeczowe;prawo cywilne;czy sąsiedzi mogą chodzić po działce rodziców klienta co zrobić mogą rodzice klienta w kwestii zamontowanej przez jednego z sąsiadów furtki
1;covid;prawo medyczne;czy siostry ojca klientki muszą odbyć kwarantannę w miejscu zamieszkania rodziców klientki
1;ustawa o zawodach lekarza i lekarza dentysty;prawo medyczne;czy skierowanie lekarza rezydenta do pracy przy zwalczaniu epidemii ustne polecenie na podstawie art m ust  ustawy o zawodach lekarza i lekarza dentysty skutkuje przedłużeniem okresu specjalizacji w jaki sposób lekarz rezydent powinien udokumentować oddelegowanie jeżeli odbywa się ono na podstawie ustnego polecenia a fakt zaistnienia oddelegowania jest kluczowyw zakresie ewentualnego przedłużenia trwania okresu specjalizacji
1;prawo karne wykroczeniowe;prawo karne;czy sklep może odmówić sprzedaży towarów osobom niezakrywającym nosa i ust
1;prawo karne wykroczeniowe;prawo karne;czy składanie skarg do wspólnoty mieszkaniowej można uznać za nękanie klientki jakie kroki prawne powinna podjąć klientka
1;ustawa o izbach aptekarskich;prawo farmaceutyczne;czy składki na okręgowe izby aptekarskie są na terenie całego kraju w takiej samej wysokości czy każda izba z osobna ustala ich wysokość czy zmiana miejsca zamieszkania przeniesienie się do innej izby wpływa na wysokość składek na izbę kto może być zwolniony z opłacania składek na okręgową izbę aptekarską kto może płacić niższe składki jaką składkę na okręgowa izbę lekarską płacą renciści niewykonujący zawodu oraz wykonujący zawód w niepełnym wymiarze czasu pracy
1;prawo cywilne procesowe;prawo cywilne;czy spadkobiercy mogą ustalić że własność mieszkania będącego w spadku przypadnie w całości jednemu z nich niezależnie od wysokości udziału jaki zajmuje w wartości spadku w jaki sposób określa się wartość masy spadkowej czy istnieje konieczność wpisywania konkretnych kwot we wniosku o dział spadku
1;spadkowe;prawo cywilne;czy spadkobiercy mogą wnioskować aby obligacje skarbu państwa i lokata bankowa zostały przyznane wnuczce spadkodawcy czy lepszym rozwiązaniem jest uczynienie z wyżej wymienionej masy spadkowej darowizny na rzecz wnuczki w linii matkacórka czy w przypadku działu spadku należy uzasadniać podział jeśli nie przypada on w równych częściach spadkobiercom
1;spadkowe;prawo cywilne;czy spadkobiercy mogą zostać pociągnięci do odpowiedzialności w ramach umowy ubezpieczenia czy spadkobiercy mogą wystąpić do ubezpieczyciela z informacją jakie szkody poniósł poszkodowany w jakim terminie spadkobiercy powinni ustosunkować się do pisma ubezpieczyciela
1;ustawa kodeks pracy;prawo pracy;czy sposób obniżenia wymiaru czasu pracy jest zgodny z prawem
1;prawo administracyjne materialne;prawo administracyjne;czy spółdzielnia mieszkaniowa mogłaby wydzielić parking i oznaczyć że należy on do wyłącznego użytku mieszkańców jednego bloku
1;prawo administracyjne materialne;prawo administracyjne;czy spółdzielnia mieszkaniowa może wybudować wiatę śmietnikową na dwóch działkach na granicy czy w każdym przypadku musi zachować wymaganą odległość  metrów od granicy każdej działki
1;prawo administracyjne materialne;prawo administracyjne;czy spółdzielnia mieszkaniowa musi wyrazić zgodę na podzielenie lokalu czy taka zgoda rodzi po stronie spółdzielni mieszkaniowej dalsze konsekwencje
1;rzeczowe;prawo cywilne;czy spółdzielnia mieszkaniowa powinna wysyłać korespondencję również na adres mieszkania zajmowanego przez męża pani której przysługuje spółdzielcze własnościowe prawo do tego lokalu mieszkalnego jeżeli odpowiedź na pierwsze pytanie jest przecząca to skąd osoby pełnoletnie zamieszkujące w lokalu ale niebędące właścicielami mają wiedzieć w jakiej wysokości wnosić opłaty do spółdzielni
1;rzeczowe;prawo cywilne;czy spółdzielnia mieszkaniowa zobowiązana jest do udostępnienia informacji w jaki sposób należy udzielić przedmiotowych informacji czy wezwanie do udostępnienia informacji powinno zawierać skan pisma z czytelnym podpisem wzywającego do udostępnienia informacji
1;rzeczowe;prawo cywilne;czy spółdzielnia może uchwalać tego typu regulaminy czy są one wiążące dla członków spółdzielni jeżeli tak czy zapis o niedostępności miejsc parkingowych dla osób posiadających garaże jest zgodny z prawem czy zapis iż miejsce parkingowe przysługuję wyłącznie mieszkańcom dysponującym samochodem jest zgodny z prawem czy kartę zawierającą schemat osiedla z zaznaczonymi miejscami postojowymi ujawniającą które miejsca postojowe posiadają mieszkańcy można umieścić w miejscu ogólnodostępnym
1;rzeczowe;prawo cywilne;czy spółdzielnia może wskazać członkowi spółdzielni mieszkaniowej zakres obowiązków gospodarza osiedla wynikających z zawartej umowy o pracę
1;rzeczowe;prawo cywilne;czy spółdzielnia może żądać udostępnienia lokalu
1;prawo handlowe;prawo cywilne;czy spółka a mogłaby nabyć udziały w spółce b
1;ustawa prawo farmaceutyczne;prawo farmaceutyczne;czy spółka będzie mogła uzyskać zmianę zezwolenia na prowadzenie apteki
1;prawo handlowe;prawo cywilne;czy spółka z oo może być komplementariuszem w spółce komandytowej czy wspólnik spółki z oo będącej wspólnikiem spółki komandytowej może być jednocześnie wspólnikiem spółki komandytowej
1;podatki poĺrednie;prawo podatkowe;czy sprzedający ma obowiązek zapłaty podatku vat czy kupujący będzie zwolniony z obowiązku zapłaty podatku od czynności cywilnoprawnych
1;podatki poĺrednie;prawo podatkowe;czy sprzedaż części ułamkowej  lokalu użytkowego kupionego w  r w procedurze zwolnienia z vat będzie podlegała opodatkowania tym podatkiem
1;podatki poĺrednie;prawo podatkowe;czy sprzedaż nieruchomości będzie zwolniona z podatku vat
1;prawo administracyjne materialne;prawo administracyjne;czy stanowisko administratora jest słuszne
1;prawo administracyjne materialne;prawo administracyjne;czy stanowisko administratora jest słuszne
1;covid;prawo medyczne;czy stanowisko dyrekcji szpitala jest zgodne z prawem
-1;covid;prawo medyczne;czy stanowisko klienta jest prawidłowe
0;inne â praw medyczne;prawo medyczne;czy stanowisko nfz jest prawidłowe
1;ustawa o zawodach lekarza i lekarza dentysty;prawo medyczne;czy stanowisko podmiotu leczniczego jest prawidłowe jakie możliwości obecnie posiada klientka
1;ustawa kodeks pracy;prawo pracy;czy stanowisko pracodawcy jest prawidłowe
1;ustawa kodeks pracy;prawo pracy;czy stanowisko pracodawcy jest prawidłowe
1;prawo administracyjne materialne;prawo administracyjne;czy stanowisko spółdzielni mieszkaniowej jest prawidłowe
1;podatki poĺrednie;prawo podatkowe;czy stanowisko wyrażone w opiniach o sygn    jest prawidłowe
1;prawo podatkowe procesowe;prawo podatkowe;czy stanowisko wyrażone w opinii o sygn  oraz  jest na pewno prawidłowe
1;ustawa o promocji zatrudnienia i instytucjach rynku pracy;prawo pracy;czy starosta udzielając dofinansowania może odmówić udzielenia dofinasowania klientce ponieważ pod danym adresem będą działać dwa podmioty gospodarcze
1;inne  praw farmaceutyczne;prawo farmaceutyczne;czy starszy asystent farmaceutyczny pracujący w aptece zakładowej zobowiązany jest ukończyć specjalizacją szpitalną
1;ustawa prawo farmaceutyczne;prawo farmaceutyczne;czy status apteki może być aktywny z datą otwarcia apteki i rozpoczęcia sprzedaży tj  września br
1;prawo karne procesowe;prawo karne;czy stawiennictwo klientki na policji w związku z wezwaniem na przesłuchanie w charakterze świadka stanowi wyjście z pracy w celach prywatnych
1;ustawa o zawodach lekarza i lekarza dentysty;prawo medyczne;czy staż klientki będzie wydłużony o czas pobytu na sor
1;podatki poĺrednie;prawo podatkowe;czy stomatolog prowadzący indywidualną praktykę lekarską który z końcem roku zamierza zakończyć prowadzenie działalności gospodarczej jest zobligowany do zakładania kasy fiskalnej online czy istnieją wyłączenia z tego obowiązku
1;ustawa kodeks pracy;prawo pracy;czy stosunek pracy syna klientki ulegnie rozwiązaniu z dniem  sierpnia  r
1;inne  praw pracy;prawo pracy;czy straż ochrony kolei może żądać od maszynistów dozoru opisanego w piśmie z dnia  maja  r
1;inne  praw farmaceutyczne;prawo farmaceutyczne;czy surowce farmaceutyczne podlegają refundacji jedynie w największych opakowaniach
1;prawo unii europejskiej;prawo miädzynarodowe;czy syn klienta powinien uiścić mandat
1;prawo cywilne procesowe;prawo cywilne;czy synowie klienta mogą być powołani do dziedziczenia po kuzynie swojej matki czy synowie klienta powinni zostać powiadomieni o ich powołaniu do spadku jeżeli tak to w jaki sposób w jaki sposób można uzasadnić wniosek o zwolnienie z kosztów sądowych
1;ustawa kodeks pracy;prawo pracy;czy system czasu pracy stosowany u klienta jest zgodny z prawem pracy czy klient może żądać zapłaty dodatkowego wynagrodzenia za pracę w sobotę czy klient może żądać zapłaty dodatkowego wynagrodzenia za pracę w sobotę w przeszłości
1;ustawa kodeks pracy;prawo pracy;czy szczególnie chronionemu członkowi zarządu terenowej organizacji związkowej można obniżyć wynagrodzenie w związku z likwidacją miejsca pracy i przeniesieniem pracownika
1;ubezpieczenie oc;tu interpolska;czy szkoda w postaci stłuczenia szyby w samochodzie sąsiada na skutek rzucenia kamieniem przez dziecko ubezpieczonego będzie objęta ubezpieczeniem wykupionym przez klienta
-1;covid;prawo medyczne;czy szkolenie organizowane przez pracodawcę może się odbyć
-1;covid;prawo medyczne;czy szkolenie organizowane przez pracodawcę może się odbyć termin szkolenia został wyznaczony na przyszły tydzień
1;covid;prawo medyczne;czy szpital ma prawo odmówić przyjęcia pacjenta niecovidowego na odział anestezjologii i intensywnej terapii czy w sytuacji przebywania pacjentów covidowych i niecovidowych w jednym szpitalu muszą być spełnione do dodatkowe wymagania np izolatki osobne ciągi komunikacyjne czy pacjenci ci mogą przebywać w sąsiadujących ze sobą salach
1;ustawa kodeks pracy;prawo pracy;czy szpital miał prawo zamknąć lekarzy w izolacji czy klientka ma prawo do wynagrodzenia za pracę wykonaną w trakcie izolacji
1;ustawa o zawodach lekarza i lekarza dentysty;prawo medyczne;czy szpital może potrącać lekarzom rezydentom wynagrodzenie za czas zejścia po dyżurze
1;ustawa o zawodach lekarza i lekarza dentysty;prawo medyczne;czy szpital może potrącać wynagrodzenie rezydentom za zejście po dyżurze czy klient po dyżurze w niedzielę do północy może dyżurować w poniedziałki od godziny  jak powinno kształtować się wynagrodzenie klienta za dyżury w niedziele
1;ustawa o zawodach lekarza i lekarza dentysty;prawo medyczne;czy szpital może uzupełnić niewypracowany nominał czasu pracy w poniedziałek godzinami dyżuru medycznego w niedzielę czy klient po dyżurze w niedzielę do północy może pracować w poniedziałki w godzinach  czy godziny niewypracowane z powodu zejścia po dyżurze można odpracować innego dnia
1;covid;prawo medyczne;czy szpital może wypłacić dodatek covidowy w potrąconej wysokości proporcjonalnie do czasu przebywania na stażu zewnętrznym
1;ustawa o zawodach lekarza i lekarza dentysty;prawo medyczne;czy szpital może wypłacić klientowi jedynie dodatek za dyżury czy pracodawca może wymagać od klienta podpisania zobowiązania do uzupełnienia dokumentacji medycznej czy jeżeli klient podpisze to zobowiązanie to czy szpital może egzekwować zapłatę odszkodowania z tytułu nieprawidłowości czy szpital może zrzucić na lekarza obowiązek udowadniania kontaktu zpacjentem dodatnim
1;inne â praw medyczne;prawo medyczne;czy szpital może żądać od klienta zwrotu części wynagrodzenia oraz dodatku covidowego
1;ustawa o zawodach lekarza i lekarza dentysty;prawo medyczne;czy szpital może żądać od klienta zwrotu części wynagrodzenia w zaistniałych okolicznościach
1;ustawa o zawodach lekarza i lekarza dentysty;prawo medyczne;czy szpital może żądać od klientki zwrotu części wynagrodzenia w zaistniałych okolicznościach
1;inne  praw pracy;prawo pracy;czy szpital musi przystąpić do pracowniczych planów kapitałowych czy pracownicy mogą nie zgodzić się na przystąpienie do pracowniczych planów kapitałowych jeżeli szpital przystąpi do pracowniczych planów kapitałowych to czy pracownicy mogą indywidualnie od nich odstąpić
1;ustawa o zawodach lekarza i lekarza dentysty;prawo medyczne;czy szpital musi zawrzeć z klientką umowę na czas nieokreślony
1;covid;prawo medyczne;czy szpital prawidłowo wypłacił klientce dodatek do wynagrodzenia w związku z leczeniem pacjentów chorych na covid
1;ustawa o zawodach lekarza i lekarza dentysty;prawo medyczne;czy szpital w którym klient ma odbywać staż zewnętrzny może wymagać od niego posiadania ubezpieczenia oc
1;covid;prawo medyczne;czy szpital w którym pracuje klientka jest szpitalem ii lub iiistopnia zabezpieczenia czy pracodawca klientki może wypłacać jej dodatek do wynagrodzenia jedynie za godziny przepracowane na bloku operacyjnymi z pacjentami z potwierdzonym zakażeniem covid
1;inne â praw medyczne;prawo medyczne;czy szpital zobowiązany jest do prowadzenia dokumentacji medycznej jedynie w formie elektronicznej czy są wyjątki dla których dokumentacja powinna być prowadzona nadal w formie papierowej
1;prawo cywilne procesowe;prawo cywilne;czy środki zgromadzone na rachunkach bankowych zostaną uwzględnione przy dziale spadku czy klientka może uzyskać informację jaka ilość środków została zgromadzona na kontach ojca czy żona ojca jeśli nie była uprawniona mogła dokonać przelewu środków na swoje osobiste konto
-1;covid;prawo medyczne;czy świadczenie postojowe jest jednorazowe czy gdyby umowa zlecenia została przekształcona w umowę o pracę to czy klientce przysługiwałyby świadczenia o których mowa w tzw tarczy antykryzysowej przeznaczone dla pracowników
1;ustawa kodeks pracy;prawo pracy;czy świadectwo pracy powinno uwzględniać zmianę formy prowadzenia działalności gospodarczej a w konsekwencji zmianę nazwy pracodawcy
1;prawo administracyjne materialne;prawo administracyjne;czy tablica może być umieszczona w innym miejscu niż to wskazuje zdjęcie tj zamiast po prawej stronie okna to po lewej stronie okna
-1;ustawa o zawodach lekarza i lekarza dentysty;prawo medyczne;czy takie postępowanie pracodawcy jest prawidłowe
1;covid;prawo medyczne;czy tarcza antykryzysowa lub inne przepisy przewidują pomoc finansową dla farmaceutów w związku z epidemią koronawirusa
1;inne â praw medyczne;prawo medyczne;czy technik elektroradiologii może podać pacjentowi kontrast na zlecenie lekarza
1;spadkowe;prawo cywilne;czy testament sporządzony przez matkę klientki jest ważny
1;prawo cywilne procesowe;prawo cywilne;czy teściowa klientki może być stroną dwóch umów o dożywocie jak klientka może uzyskać mieszkanie od teściowej zanim zakończy się postępowanie dotyczące ubezwłasnowolnienia
1;ubezpieczeniowe;prawo cywilne;czy towarzystwo ubezpieczeniowe może żądać przesłania kopii dowodu osobistego
1;ustawa o prawach pacjenta i rzeczniku praw pacjenta;prawo medyczne;czy towarzystwo ubezpieczeniowe może żądać udostępnienia dokumentacji medycznej od lekarza
1;ustawa o prawach pacjenta i rzeczniku praw pacjenta;prawo medyczne;czy towarzystwo ubezpieczeniowe może żądać udostępnienia dokumentacji medycznej od lekarza bez załączenia zgody pacjenta
1;ustawa o prawach pacjenta i rzeczniku praw pacjenta;prawo medyczne;czy towarzystwo ubezpieczeniowe może żądać udostępnienia dokumentacji medycznej od lekarza bez załączenia zgody pacjenta
-1;ustawa prawo farmaceutyczne;prawo farmaceutyczne;czy towarzystwo ubezpieczeniowe zachowało się zgodnie z prawem
1;ubezpieczeniowe;prawo cywilne;czy towarzystwo ubezpieczeniowe zachowało się zgodnie z prawem czy klient może odwołać się od decyzji towarzystwa ubezpieczeniowego
1;ubezpieczeniowe;prawo cywilne;czy towarzystwo ubezpieczeń powinno poinformować klienta o tym że kończy mu się ubezpieczenie oc
1;ustawa kodeks pracy;prawo pracy;czy treść umowy o zakazie konkurencji podpisanej przez klientkę jest zgodna z prawem
1;ustawa prawo farmaceutyczne;prawo farmaceutyczne;czy trzeba osobno przetrzymywać tzw recepty farmaceutyczne w aptece
1;ustawa prawo farmaceutyczne;prawo farmaceutyczne;czy trzyletni staż pracy potrzebny aby zostać kierownikiem apteki ogólnodostępnej dotyczy wyłącznie pracy w aptece ogólnodostępnej
1;covid;prawo medyczne;czy tzw dodatek covidowy przysługuje pracownikom szpitala  np technikom elektrykom którzy mogą być narażani na zakażenie wirusem
1;ustawa o zawodach lekarza i lekarza dentysty;prawo medyczne;czy tzw zejście lekarza po dyżurze wlicza się do czasu pracy lekarza i należy się za ten czas wynagrodzenie czy klient będzie musiał odpracować czas przeznaczony na zejście
1;ustawa o zawodach lekarza i lekarza dentysty;prawo medyczne;czy tzw zejście lekarza po dyżurze wlicza się do czasu pracy lekarza i należy się za ten czas wynagrodzenie jeżeli odpowiedź na pierwsze pytanie jest przecząca to czy klient wraz z pracodawcą mogą ustalić że klientowi będzie przysługiwało wynagrodzenie za zejście po dyżurze
1;ustawa o zawodach lekarza i lekarza dentysty;prawo medyczne;czy tzw zejście lekarza po dyżurze wlicza się do czasu pracy lekarza rezydenta i należy się za ten czas wynagrodzenie czy powyższa kwestia została uregulowana w przepisach powszechnie obowiązujących
1;ustawa o zawodach lekarza i lekarza dentysty;prawo medyczne;czy tzw zejście po dyżurach medycznych w przypadku pełnienia dyżuru medycznego powyżej czasu określonego w umowie specjalizacyjnej przy podpisanej klauzuli optout wydłuża czas trwania szkolenia specjalizacyjnego
1;ustawa o zawodach lekarza i lekarza dentysty;prawo medyczne;czy tzw zejście po dyżurach medycznych wydłuża czas trwania szkolenia specjalizacyjnego
1;ustawa o zawodach lekarza i lekarza dentysty;prawo medyczne;czy tzw zejście po dyżurze wlicza się do czasu pracy i należy się za ten czas wynagrodzenie
1;ubezpieczeniowe;prawo cywilne;czy ubezpieczenie całego podmiotu leczniczego jest obowiązkowe czy dobrowolne
1;ubezpieczenie oc;tu interpolska;czy ubezpieczenie klienta obejmuje swym zakresem pracę na oddziale covidowym
1;ubezpieczeniowe;prawo cywilne;czy ubezpieczeniowy fundusz gwarancyjny ma obecnie prawo nałożyć na klienta karę za brak wykupionego ubezpieczenia oc samochodu w  r
1;ubezpieczeniowe;prawo cywilne;czy ubezpieczyciel może żądać zapłaty zaległej składki
1;ubezpieczeniowe;prawo cywilne;czy ubezpieczyciel prawidłowo określił wysokość uszczerbku na zdrowiu klientki w związku zodniesionymi obrażeniami
1;prawo administracyjne materialne;prawo administracyjne;czy udostępnienie zdjęcia z wizerunkiem innej osoby za pośrednictwem portalu społecznościowego jest zgodne z prawem
1;spadkowe;prawo cywilne;czy udział w odziedziczonej nieruchomości pochodzącej ze wspólnoty rolniczej przeszedł na klienta jeżeli nie to co należy zrobić w tym celu
1;ustawa prawo farmaceutyczne;prawo farmaceutyczne;czy umowa dystrybucyjna powinna wskazywać osoby odpowiadające za wstrzymanie iwycofanie produktów leczniczych czy osoby odpowiedzialne za reklamacje wyznaczone przez strony umowy odpowiadają również za reklamacje jakościowe czy dystrybutor powinien wskazać osobę odpowiedzialną czy odpowiedzialność za jakość produktu leczniczego może zostać przerzucona wyłącznie na dystrybutora i wyznaczoną przez niego osobę odpowiedzialną czy umowa powinna określać procedury jakościowe czy umowa jakościowa podlega zgłoszeniu do gifu
